Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2006,Honduras,HND,-,-,G,IN,C,26,0,130,121,277
2006,Croatia,HRV,-,-,G,FA,P,0,0,10,5,15
2006,Croatia,HRV,-,-,G,FI,P,22,25,112,44,203
2006,Croatia,HRV,-,-,G,NA,P,0,0,14,10,24
2006,Croatia,HRV,-,-,G,RA,P,5,0,0,15,20
2006,Croatia,HRV,-,-,G,AR,P,5,11,38,25,79
2006,Croatia,HRV,-,-,G,EO,P,0,0,5,5,10
2006,Croatia,HRV,-,-,G,IN,C,5,0,5,10,20
2006,Hungary,HUN,-,-,G,FA,P,0,0,10,5,15
2006,Hungary,HUN,-,-,G,FI,P,67,0,198,227,492
2006,Hungary,HUN,-,-,G,NA,P,0,0,0,5,5
2006,Hungary,HUN,-,-,G,RA,P,0,0,0,5,5
2006,Hungary,HUN,-,-,G,AR,P,0,0,10,0,10
2006,Hungary,HUN,-,-,G,EO,P,0,0,5,5,10
2006,Hungary,HUN,-,-,G,IN,C,0,0,5,27,32
2006,"Cote d'Ivoire",CIV,-,-,U,FI,P,56,0,15,5,76
2006,"Cote d'Ivoire",CIV,-,-,G,FA,P,113,405,328,20,866
2006,"Cote d'Ivoire",CIV,-,-,G,AR,P,130,81,578,27,816
2006,"Cote d'Ivoire",CIV,-,-,G,FI,P,744,246,1932,405,3327
2006,"Cote d'Ivoire",CIV,-,-,U,FA,P,265,0,228,154,647
2006,"Cote d'Ivoire",CIV,-,-,J,FA,C,0,66,43,19,128
2006,"Cote d'Ivoire",CIV,-,-,U,FA,C,0,0,0,5,5
2006,"Cote d'Ivoire",CIV,-,-,G,RA,P,101,5,0,10,116
2006,"Cote d'Ivoire",CIV,-,-,G,AR,C,25,0,110,5,140
2006,"Cote d'Ivoire",CIV,-,-,G,NA,P,5,0,64,5,74
2006,"Cote d'Ivoire",CIV,-,-,G,FI,C,0,0,0,10,10
2006,"Cote d'Ivoire",CIV,-,-,G,EO,P,159,0,81,97,337
2006,"Cote d'Ivoire",CIV,-,-,G,IN,C,59,0,174,38,271
2006,India,IND,-,-,G,FA,P,0,18,714,422,1154
2006,India,IND,-,-,G,AR,C,31,0,351,42,424
2006,India,IND,-,-,G,FI,P,241,18,1857,1820,3936
2006,India,IND,-,-,G,AR,P,5,0,356,52,413
2006,India,IND,-,-,G,RA,P,11,0,5,112,128
2006,India,IND,-,-,G,NA,P,0,0,476,57,533
2006,India,IND,-,-,U,AR,P,0,0,38,29,67
2006,India,IND,-,-,U,FI,P,0,0,106,205,311
2006,India,IND,-,-,J,FA,C,0,0,5,0,5
2006,India,IND,-,-,U,FA,P,0,0,5,10,15
2006,India,IND,-,-,G,EO,P,450,0,458,491,1399
2006,India,IND,-,-,G,IN,C,159,0,316,207,682
2006,Indonesia,IDN,-,-,G,AR,C,10,0,157,10,177
2006,Indonesia,IDN,-,-,G,FI,P,82,21,333,21,457
2006,Indonesia,IDN,-,-,G,NA,P,0,0,0,5,5
2006,Indonesia,IDN,-,-,G,FA,P,0,0,5,5,10
2006,Indonesia,IDN,-,-,U,FI,P,0,0,5,5,10
2006,Indonesia,IDN,-,-,U,FA,P,514,0,301,10,825
2006,Indonesia,IDN,-,-,G,EO,P,314,0,1088,705,2107
2006,Indonesia,IDN,-,-,G,IN,C,282,0,321,106,709
2006,Ireland,IRL,-,-,G,FI,P,5,0,0,0,5
2006,"Iran (Islamic Rep. of)",IRN,-,-,U,FI,P,1521,0,340,280,2141
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,FI,P,673,654,3591,996,5914
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,AR,C,396,0,1716,60,2172
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,FA,P,253,62,606,177,1098
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,JR,C,0,0,5,0,5
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,AR,P,74,153,1141,267,1635
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,RA,P,77,36,23,542,678
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,NA,P,82,5,463,72,622
2006,"Iran (Islamic Rep. of)",IRN,-,-,U,AR,P,202,0,134,0,336
2006,"Iran (Islamic Rep. of)",IRN,-,-,U,FA,P,31,0,34,32,97
2006,"Iran (Islamic Rep. of)",IRN,-,-,U,RA,P,81,0,36,0,117
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,EO,P,118,0,85,176,379
2006,"Iran (Islamic Rep. of)",IRN,-,-,G,IN,C,116,0,95,41,252
2006,Iraq,IRQ,-,-,U,FI,P,326,48,656,1972,3002
2006,Iraq,IRQ,-,-,G,FI,P,808,6326,4504,2387,14025
2006,Iraq,IRQ,-,-,G,AR,C,121,0,610,40,771
2006,Iraq,IRQ,-,-,G,FA,P,145,120,2137,378,2780
2006,Iraq,IRQ,-,-,G,AR,P,31,193,1066,334,1624
2006,Iraq,IRQ,-,-,G,RA,P,78,30,11,281,400
2006,Iraq,IRQ,-,-,G,NA,P,123,17,1528,263,1931
2006,Iraq,IRQ,-,-,U,FA,P,547,5,14,354,920
2006,Iraq,IRQ,-,-,U,AR,P,22,0,85,0,107
2006,Iraq,IRQ,-,-,U,RA,P,10,0,0,0,10
2006,Iraq,IRQ,-,-,G,EO,P,190,0,125,91,406
2006,Iraq,IRQ,-,-,G,IN,C,137,0,68,13,218
2006,Israel,ISR,-,-,G,FI,P,50,16,285,152,503
2006,Israel,ISR,-,-,G,AR,C,0,0,5,0,5
2006,Israel,ISR,-,-,G,FA,P,0,0,5,10,15
2006,Israel,ISR,-,-,G,AR,P,0,0,31,10,41
2006,Israel,ISR,-,-,G,NA,P,0,0,24,15,39
2006,Israel,ISR,-,-,G,RA,P,0,0,0,5,5
2006,Israel,ISR,-,-,G,EO,P,17,0,21,43,81
2006,Israel,ISR,-,-,G,IN,C,0,0,14,10,24
2006,Italy,ITA,-,-,G,FI,P,0,0,15,5,20
2006,Italy,ITA,-,-,G,EO,P,5,0,10,10,25
2006,Jamaica,JAM,-,-,G,FI,P,47,10,302,25,384
2006,Jamaica,JAM,-,-,G,AR,C,15,0,110,5,130
2006,Jamaica,JAM,-,-,G,EO,P,5,0,44,87,136
2006,Jamaica,JAM,-,-,G,IN,C,5,0,5,15,25
2006,Jordan,JOR,-,-,U,AR,P,0,0,5,0,5
2006,Jordan,JOR,-,-,G,AR,C,5,0,5,0,10
2006,Jordan,JOR,-,-,G,FI,P,39,10,118,38,205
2006,Jordan,JOR,-,-,G,FA,P,0,0,15,5,20
2006,Jordan,JOR,-,-,G,AR,P,0,0,10,5,15
2006,Jordan,JOR,-,-,G,NA,P,0,0,20,13,33
2006,Jordan,JOR,-,-,G,RA,P,5,0,0,17,22
2006,Jordan,JOR,-,-,G,EO,P,27,0,45,65,137
2006,Jordan,JOR,-,-,G,IN,C,10,0,24,14,48
2006,Japan,JPN,-,-,G,FI,P,0,0,5,0,5
2006,Japan,JPN,-,-,G,EO,P,5,0,5,15,25
2006,Kazakhstan,KAZ,-,-,G,FA,P,0,0,15,5,20
2006,Kazakhstan,KAZ,-,-,G,AR,P,10,25,54,64,153
2006,Kazakhstan,KAZ,-,-,G,FI,P,56,40,287,132,515
2006,Kazakhstan,KAZ,-,-,G,RA,P,13,5,0,0,18
2006,Kazakhstan,KAZ,-,-,G,NA,P,0,0,11,12,23
2006,Kazakhstan,KAZ,-,-,U,FI,P,0,0,5,0,5
2006,Kazakhstan,KAZ,-,-,G,EO,P,22,0,12,25,59
2006,Kazakhstan,KAZ,-,-,G,IN,C,11,0,28,10,49
2006,Kenya,KEN,-,-,G,AR,C,10,0,80,10,100
2006,Kenya,KEN,-,-,G,FI,P,64,15,267,35,381
2006,Kenya,KEN,-,-,G,AR,P,5,0,36,10,51
2006,Kenya,KEN,-,-,G,NA,P,0,0,41,5,46
2006,Kenya,KEN,-,-,G,RA,P,0,0,0,5,5
2006,Kenya,KEN,-,-,J,FA,C,0,0,5,0,5
2006,Kenya,KEN,-,-,U,FA,P,0,0,5,0,5
2006,Kenya,KEN,-,-,U,AR,P,0,0,0,5,5
2006,Kenya,KEN,-,-,U,FI,P,5,0,0,0,5
2006,Kenya,KEN,-,-,G,EO,P,55,0,117,129,301
2006,Kenya,KEN,-,-,G,IN,C,67,0,107,52,226
2006,Kyrgyzstan,KGZ,-,-,G,AR,C,0,0,5,0,5
2006,Kyrgyzstan,KGZ,-,-,G,FI,P,15,5,210,76,306
2006,Kyrgyzstan,KGZ,-,-,G,FA,P,25,5,21,16,67
2006,Kyrgyzstan,KGZ,-,-,G,AR,P,10,10,54,31,105
2006,Kyrgyzstan,KGZ,-,-,G,RA,P,15,0,0,0,15
2006,Kyrgyzstan,KGZ,-,-,G,NA,P,0,0,13,5,18
2006,Kyrgyzstan,KGZ,-,-,U,FA,P,5,0,0,0,5
2006,Kyrgyzstan,KGZ,-,-,G,EO,P,20,0,10,13,43
2006,Kyrgyzstan,KGZ,-,-,G,IN,C,10,0,16,0,26
2006,"Rep. of Korea",KOR,-,-,G,AR,C,0,0,42,10,52
2006,"Rep. of Korea",KOR,-,-,G,FI,P,40,0,214,43,297
2006,"Rep. of Korea",KOR,-,-,G,EO,P,0,0,5,14,19
2006,"Rep. of Korea",KOR,-,-,G,IN,C,0,0,12,5,17
2006,"Dem. People's Rep. of Korea",PRK,-,-,G,AR,C,5,0,5,0,10
2006,"Dem. People's Rep. of Korea",PRK,-,-,G,FI,P,20,16,30,15,81
2006,"Dem. People's Rep. of Korea",PRK,-,-,G,NA,P,0,0,5,0,5
2006,"Dem. People's Rep. of Korea",PRK,-,-,G,EO,P,5,0,0,0,5
2006,"Dem. People's Rep. of Korea",PRK,-,-,G,IN,C,0,0,5,0,5
2006,Kuwait,KWT,-,-,G,FI,P,77,5,114,22,218
2006,Kuwait,KWT,-,-,G,NA,P,0,0,5,0,5
2006,Kuwait,KWT,-,-,G,AR,P,5,0,10,5,20
2006,Kuwait,KWT,-,-,G,EO,P,0,0,5,10,15
2006,"Lao People's Dem. Rep.",LAO,-,-,G,FI,P,16,0,5,0,21
2006,"Lao People's Dem. Rep.",LAO,-,-,U,AR,P,12,0,0,0,12
2006,"Lao People's Dem. Rep.",LAO,-,-,U,FI,P,214,0,0,5,219
2006,"Lao People's Dem. Rep.",LAO,-,-,G,EO,P,11,0,35,54,100
2006,"Lao People's Dem. Rep.",LAO,-,-,G,IN,C,11,0,40,37,88
2006,Liberia,LBR,-,-,G,FA,P,45,105,542,38,730
2006,Liberia,LBR,-,-,U,FI,P,26,0,75,81,182
2006,Liberia,LBR,-,-,G,FI,P,146,60,592,339,1137
2006,Liberia,LBR,-,-,G,AR,P,0,31,102,28,161
2006,Liberia,LBR,-,-,G,FA,C,0,0,5,0,5
2006,Liberia,LBR,-,-,U,FA,P,17,0,188,247,452
2006,Liberia,LBR,-,-,U,FA,C,0,0,0,10,10
2006,Liberia,LBR,-,-,G,RA,P,5,5,0,10,20
2006,Liberia,LBR,-,-,G,AR,C,5,0,55,0,60
2006,Liberia,LBR,-,-,G,NA,P,0,0,26,5,31
2006,Liberia,LBR,-,-,U,AR,P,0,0,10,5,15
2006,Liberia,LBR,-,-,J,FA,C,0,5,17,0,22
2006,Liberia,LBR,-,-,G,EO,P,59,0,63,143,265
2006,Liberia,LBR,-,-,G,IN,C,87,0,90,60,237
2006,Libya,LBY,-,-,U,FI,P,0,0,0,15,15
2006,Libya,LBY,-,-,G,FA,P,5,0,5,5,15
2006,Libya,LBY,-,-,G,AR,P,0,10,45,15,70
2006,Libya,LBY,-,-,G,FI,P,47,20,278,144,489
2006,Libya,LBY,-,-,G,AR,C,15,0,75,5,95
2006,Libya,LBY,-,-,G,NA,P,5,0,16,5,26
2006,Libya,LBY,-,-,G,RA,P,0,0,0,13,13
2006,Libya,LBY,-,-,G,EO,P,0,0,5,0,5
2006,Libya,LBY,-,-,G,IN,C,5,0,0,0,5
2006,"Saint Lucia",LCA,-,-,G,FI,P,49,0,149,23,221
2006,Lebanon,LBN,-,-,G,FI,P,93,52,717,505,1367
2006,Lebanon,LBN,-,-,G,AR,C,10,0,25,0,35
2006,Lebanon,LBN,-,-,G,FA,P,5,29,61,34,129
2006,Lebanon,LBN,-,-,G,AR,P,0,5,57,69,131
2006,Lebanon,LBN,-,-,G,NA,P,0,0,466,81,547
2006,Lebanon,LBN,-,-,G,RA,P,0,0,10,85,95
2006,Lebanon,LBN,-,-,U,FA,P,5,0,0,0,5
2006,Lebanon,LBN,-,-,U,FI,P,0,0,0,5,5
2006,Lebanon,LBN,-,-,G,EO,P,26,0,47,110,183
2006,Lebanon,LBN,-,-,G,IN,C,10,0,31,26,67
2006,Lesotho,LSO,-,-,G,FI,P,0,0,5,0,5
2006,Lesotho,LSO,-,-,G,EO,P,0,0,0,5,5
2006,"Sri Lanka",LKA,-,-,G,AR,C,129,0,388,15,532
2006,"Sri Lanka",LKA,-,-,G,FI,P,1037,186,3968,592,5783
2006,"Sri Lanka",LKA,-,-,G,FA,P,5,27,287,57,376
2006,"Sri Lanka",LKA,-,-,G,AR,P,343,28,1310,55,1736
2006,"Sri Lanka",LKA,-,-,U,FA,P,19,0,25,217,261
2006,"Sri Lanka",LKA,-,-,G,RA,P,347,5,5,127,484
2006,"Sri Lanka",LKA,-,-,G,NA,P,5,0,132,26,163
2006,"Sri Lanka",LKA,-,-,U,AR,P,5,0,66,54,125
2006,"Sri Lanka",LKA,-,-,U,FI,P,57,0,157,135,349
2006,"Sri Lanka",LKA,-,-,U,RA,P,0,0,18,0,18
2006,"Sri Lanka",LKA,-,-,J,FA,C,0,0,5,0,5
2006,"Sri Lanka",LKA,-,-,G,EO,P,81,0,47,75,203
2006,"Sri Lanka",LKA,-,-,G,IN,C,18,0,39,5,62
2006,Lithuania,LTU,-,-,G,FI,P,5,0,0,10,15
2006,Lithuania,LTU,-,-,G,NA,P,0,0,5,0,5
2006,Lithuania,LTU,-,-,G,EO,P,18,0,18,54,90
2006,Lithuania,LTU,-,-,G,IN,C,0,0,42,33,75
2006,Latvia,LVA,-,-,G,AR,C,5,0,0,0,5
2006,Latvia,LVA,-,-,G,FI,P,5,5,10,20,40
2006,Latvia,LVA,-,-,G,NA,P,0,0,5,0,5
2006,Latvia,LVA,-,-,G,EO,P,12,0,5,17,34
2006,Latvia,LVA,-,-,G,IN,C,5,0,19,11,35
2006,Madagascar,MDG,-,-,G,FI,P,13,0,133,0,146
2006,Madagascar,MDG,-,-,G,RA,P,22,5,0,0,27
2006,Madagascar,MDG,-,-,G,EO,P,0,0,0,5,5
2006,Mauritania,MRT,-,-,G,FA,P,10,5,65,21,101
2006,Mauritania,MRT,-,-,G,AR,P,166,0,1071,44,1281
2006,Mauritania,MRT,-,-,G,FI,P,130,0,1321,68,1519
2006,Mauritania,MRT,-,-,J,FA,C,0,0,5,0,5
2006,Mauritania,MRT,-,-,G,RA,P,160,0,0,0,160
2006,Mauritania,MRT,-,-,G,NA,P,0,0,5,0,5
2006,Mauritania,MRT,-,-,U,FI,P,0,0,5,21,26
2006,Mauritania,MRT,-,-,G,EO,P,218,0,194,271,683
2006,Mauritania,MRT,-,-,G,IN,C,14,0,106,115,235
2006,"North Macedonia",MKD,-,-,G,FI,P,25,27,336,150,538
2006,"North Macedonia",MKD,-,-,G,FA,P,10,16,246,140,412
2006,"North Macedonia",MKD,-,-,G,AR,P,0,5,36,32,73
2006,"North Macedonia",MKD,-,-,U,FA,P,0,0,32,0,32
2006,"North Macedonia",MKD,-,-,G,RA,P,22,0,5,96,123
2006,"North Macedonia",MKD,-,-,G,AR,C,0,0,5,0,5
2006,"North Macedonia",MKD,-,-,G,NA,P,0,0,117,25,142
2006,"North Macedonia",MKD,-,-,G,EO,P,20,0,22,21,63
2006,"North Macedonia",MKD,-,-,G,IN,C,5,0,14,10,29
2006,"Rep. of Moldova",MDA,-,-,G,FA,P,13,20,369,805,1207
2006,"Rep. of Moldova",MDA,-,-,G,AR,P,38,12,710,26,786
2006,"Rep. of Moldova",MDA,-,-,G,FI,P,25,15,982,527,1549
2006,"Rep. of Moldova",MDA,-,-,G,RA,P,23,12,0,10,45
2006,"Rep. of Moldova",MDA,-,-,G,AR,C,5,0,15,0,20
2006,"Rep. of Moldova",MDA,-,-,G,NA,P,0,0,35,19,54
2006,"Rep. of Moldova",MDA,-,-,U,FI,P,0,0,5,0,5
2006,"Rep. of Moldova",MDA,-,-,G,EO,P,0,0,5,21,26
2006,"Rep. of Moldova",MDA,-,-,G,IN,C,11,0,33,5,49
2006,Mexico,MEX,-,-,G,FI,P,931,0,1693,659,3283
2006,Mexico,MEX,-,-,G,EO,P,48,0,295,4927,5270
2006,Mexico,MEX,-,-,G,IN,C,61,0,839,510,1410
2006,Mali,MLI,-,-,G,FA,P,0,5,108,5,118
2006,Mali,MLI,-,-,G,FI,P,19,0,198,34,251
2006,Mali,MLI,-,-,G,RA,P,5,0,0,0,5
2006,Mali,MLI,-,-,G,NA,P,0,0,20,0,20
2006,Mali,MLI,-,-,J,FA,C,0,0,10,0,10
2006,Mali,MLI,-,-,U,FA,P,0,0,5,0,5
2006,Mali,MLI,-,-,G,EO,P,61,0,36,72,169
2006,Mali,MLI,-,-,G,IN,C,20,0,166,25,211
2006,Malaysia,MYS,-,-,G,AR,C,5,0,105,5,115
2006,Malaysia,MYS,-,-,G,FI,P,19,0,167,15,201
2006,Malaysia,MYS,-,-,G,AR,P,0,0,5,0,5
2006,Malaysia,MYS,-,-,G,EO,P,5,0,5,5,15
2006,Malaysia,MYS,-,-,G,IN,C,5,0,11,0,16
2006,Malawi,MWI,-,-,G,FI,P,0,5,1128,5,1138
2006,Malawi,MWI,-,-,G,AR,P,0,0,5,0,5
2006,Malawi,MWI,-,-,G,EO,P,0,0,0,5,5
2006,Malawi,MWI,-,-,G,IN,C,0,0,5,0,5
2006,Montenegro,MNE,-,-,G,FI,P,0,5,33,15,53
2006,Montenegro,MNE,-,-,G,NA,P,0,0,33,5,38
2006,Montenegro,MNE,-,-,G,RA,P,0,0,0,35,35
2006,Mongolia,MNG,-,-,G,AR,C,10,0,10,0,20
2006,Mongolia,MNG,-,-,G,FI,P,17,33,836,219,1105
2006,Mongolia,MNG,-,-,G,FA,P,0,10,159,208,377
2006,Mongolia,MNG,-,-,G,AR,P,0,5,67,63,135
2006,Mongolia,MNG,-,-,G,RA,P,28,11,0,5,44
2006,Mongolia,MNG,-,-,G,NA,P,0,0,27,18,45
2006,Mongolia,MNG,-,-,U,FI,P,0,0,5,0,5
2006,Mongolia,MNG,-,-,G,EO,P,38,0,26,24,88
2006,Mongolia,MNG,-,-,G,IN,C,27,0,49,5,81
2006,Morocco,MAR,-,-,G,AR,C,0,0,5,0,5
2006,Morocco,MAR,-,-,G,FI,P,25,15,153,103,296
2006,Morocco,MAR,-,-,G,FA,P,10,11,358,22,401
2006,Morocco,MAR,-,-,G,NA,P,0,0,151,33,184
2006,Morocco,MAR,-,-,G,RA,P,0,0,0,20,20
2006,Morocco,MAR,-,-,G,AR,P,0,10,17,0,27
2006,Morocco,MAR,-,-,U,FA,P,0,0,5,0,5
2006,Morocco,MAR,-,-,G,EO,P,10,0,22,17,49
2006,Morocco,MAR,-,-,G,IN,C,5,0,5,5,15
2006,Mozambique,MOZ,-,-,G,FI,P,0,0,318,0,318
2006,Mozambique,MOZ,-,-,G,AR,P,0,0,5,0,5
2006,Mauritius,MUS,-,-,G,FI,P,0,0,16,0,16
2006,Myanmar,MMR,-,-,G,AR,C,18,0,10,0,28
2006,Myanmar,MMR,-,-,G,FI,P,127,118,365,10,620
2006,Myanmar,MMR,-,-,G,AR,P,0,0,15,5,20
2006,Myanmar,MMR,-,-,U,FI,P,330,0,68,97,495
2006,Myanmar,MMR,-,-,G,RA,P,10,5,0,0,15
2006,Myanmar,MMR,-,-,G,NA,P,130,0,0,0,130
2006,Myanmar,MMR,-,-,G,FA,P,10,15767,153,1469,17399
2006,Myanmar,MMR,-,-,U,AR,P,39,0,24,5,68
2006,Myanmar,MMR,-,-,U,FA,P,8724,0,116,324,9164
2006,Myanmar,MMR,-,-,G,EO,P,153,0,40,65,258
2006,Myanmar,MMR,-,-,G,IN,C,94,0,62,42,198
2006,Namibia,NAM,-,-,G,FI,P,10,0,10,0,20
2006,Nepal,NPL,-,-,G,AR,C,15,0,49,0,64
2006,Nepal,NPL,-,-,G,FI,P,112,33,585,109,839
2006,Nepal,NPL,-,-,G,FA,P,10,0,14,22,46
2006,Nepal,NPL,-,-,G,AR,P,5,12,341,41,399
2006,Nepal,NPL,-,-,J,FI,P,0,0,5,0,5
2006,Nepal,NPL,-,-,G,RA,P,5,0,0,33,38
2006,Nepal,NPL,-,-,G,NA,P,0,0,46,5,51
2006,Nepal,NPL,-,-,U,AR,P,0,0,25,27,52
2006,Nepal,NPL,-,-,U,FI,P,39,0,57,27,123
2006,Nepal,NPL,-,-,U,FA,P,10,0,0,33,43
2006,Nepal,NPL,-,-,G,EO,P,163,0,67,68,298
2006,Nepal,NPL,-,-,G,IN,C,159,0,200,24,383
2006,Netherlands,NLD,-,-,G,FI,P,10,0,13,0,23
2006,Niger,NER,-,-,G,AR,P,0,0,19,37,56
2006,Niger,NER,-,-,G,FI,P,25,5,201,41,272
2006,Niger,NER,-,-,G,FA,P,5,10,116,10,141
2006,Niger,NER,-,-,G,NA,P,0,0,23,5,28
2006,Niger,NER,-,-,U,FA,P,0,0,10,0,10
2006,Niger,NER,-,-,G,EO,P,10,0,24,25,59
2006,Niger,NER,-,-,G,IN,C,12,0,21,10,43
2006,Nicaragua,NIC,-,-,G,FI,P,5,0,21,5,31
2006,Nicaragua,NIC,-,-,G,EO,P,15,0,110,1036,1161
2006,Nicaragua,NIC,-,-,G,IN,C,34,0,199,2756,2989
2006,Nigeria,NGA,-,-,G,FI,P,255,93,3493,619,4460
2006,Nigeria,NGA,-,-,G,AR,C,27,0,401,25,453
2006,Nigeria,NGA,-,-,G,FA,P,40,271,1680,422,2413
2006,Nigeria,NGA,-,-,G,AR,P,75,147,1186,83,1491
2006,Nigeria,NGA,-,-,U,FA,P,5,0,280,193,478
2006,Nigeria,NGA,-,-,G,RA,P,53,16,10,90,169
2006,Nigeria,NGA,-,-,G,NA,P,0,5,445,49,499
2006,Nigeria,NGA,-,-,U,AR,P,0,0,30,10,40
2006,Nigeria,NGA,-,-,U,FI,P,0,0,52,20,72
2006,Nigeria,NGA,-,-,J,FA,C,0,0,231,88,319
2006,Nigeria,NGA,-,-,G,EO,P,27,0,89,104,220
2006,Nigeria,NGA,-,-,G,IN,C,25,0,45,41,111
2006,Norway,NOR,-,-,G,FI,P,0,0,0,10,10
2006,"New Zealand",NZL,-,-,G,FI,P,0,0,0,5,5
2006,Pakistan,PAK,-,-,U,FI,P,60,10,150,133,353
2006,Pakistan,PAK,-,-,G,AR,C,135,0,693,50,878
2006,Pakistan,PAK,-,-,G,FI,P,639,124,3068,1359,5190
2006,Pakistan,PAK,-,-,G,FA,P,15,75,2566,488,3144
2006,Pakistan,PAK,-,-,G,AR,P,46,32,860,66,1004
2006,Pakistan,PAK,-,-,U,FA,P,97,0,78,47,222
2006,Pakistan,PAK,-,-,G,RA,P,35,10,5,111,161
2006,Pakistan,PAK,-,-,G,NA,P,14,5,369,48,436
2006,Pakistan,PAK,-,-,U,AR,P,68,0,109,16,193
2006,Pakistan,PAK,-,-,U,RA,P,0,0,5,0,5
2006,Pakistan,PAK,-,-,G,EO,P,174,0,250,364,788
2006,Pakistan,PAK,-,-,G,IN,C,93,0,110,79,282
2006,Panama,PAN,-,-,G,FI,P,5,0,22,0,27
2006,Panama,PAN,-,-,G,EO,P,5,0,0,5,10
2006,Panama,PAN,-,-,G,IN,C,0,0,0,5,5
2006,Paraguay,PRY,-,-,G,FI,P,0,0,10,0,10
2006,Paraguay,PRY,-,-,G,EO,P,0,0,5,5,10
2006,Paraguay,PRY,-,-,G,IN,C,0,0,0,5,5
2006,Peru,PER,-,-,G,FI,P,81,5,258,39,383
2006,Peru,PER,-,-,J,FI,P,5,0,506,0,511
2006,Peru,PER,-,-,G,NA,P,0,0,5,0,5
2006,Peru,PER,-,-,G,FA,P,0,0,5,0,5
2006,Peru,PER,-,-,G,EO,P,82,0,126,193,401
2006,Peru,PER,-,-,G,IN,C,51,0,84,64,199
2006,Philippines,PHL,-,-,G,AR,C,0,0,31,5,36
2006,Philippines,PHL,-,-,G,FI,P,15,10,174,10,209
2006,Philippines,PHL,-,-,G,FA,P,0,0,19,15,34
2006,Philippines,PHL,-,-,G,NA,P,0,0,5,0,5
2006,Philippines,PHL,-,-,U,AR,P,0,0,0,5,5
2006,Philippines,PHL,-,-,U,FI,P,0,0,5,5,10
2006,Philippines,PHL,-,-,J,FA,C,0,0,5,0,5
2006,Philippines,PHL,-,-,G,EO,P,17,0,65,167,249
2006,Philippines,PHL,-,-,G,IN,C,16,0,44,56,116
2006,"Papua New Guinea",PNG,-,-,G,AR,C,5,0,5,5,15
2006,"Papua New Guinea",PNG,-,-,G,FI,P,0,0,19,0,19
2006,Poland,POL,-,-,G,FA,P,0,0,10,0,10
2006,Poland,POL,-,-,G,FI,P,10,0,49,31,90
2006,Poland,POL,-,-,G,EO,P,5,0,22,231,258
2006,Poland,POL,-,-,G,IN,C,0,0,71,215,286
2006,Portugal,PRT,-,-,G,FI,P,5,0,79,20,104
2006,Portugal,PRT,-,-,G,EO,P,5,0,5,27,37
2006,Portugal,PRT,-,-,G,IN,C,0,0,0,5,5
2006,Romania,ROU,-,-,G,FA,P,5,5,435,114,559
2006,Romania,ROU,-,-,G,AR,P,5,0,97,10,112
2006,Romania,ROU,-,-,G,FI,P,70,22,533,466,1091
2006,Romania,ROU,-,-,G,AR,C,0,0,30,10,40
2006,Romania,ROU,-,-,G,NA,P,0,0,36,24,60
2006,Romania,ROU,-,-,G,RA,P,0,0,5,13,18
2006,Romania,ROU,-,-,G,EO,P,43,0,33,84,160
2006,Romania,ROU,-,-,G,IN,C,18,0,82,264,364
2006,"South Africa",ZAF,-,-,G,AR,C,0,0,5,0,5
2006,"South Africa",ZAF,-,-,G,FI,P,0,0,142,25,167
2006,"South Africa",ZAF,-,-,G,FA,P,0,0,5,0,5
2006,"South Africa",ZAF,-,-,G,AR,P,0,0,16,0,16
2006,"South Africa",ZAF,-,-,J,FA,C,0,0,5,0,5
2006,"South Africa",ZAF,-,-,G,EO,P,20,0,15,36,71
2006,"South Africa",ZAF,-,-,G,IN,C,0,0,10,10,20
2006,"Russian Federation",RUS,-,-,G,FI,P,1491,2930,4224,5131,13776
2006,"Russian Federation",RUS,-,-,G,AR,C,80,0,200,25,305
2006,"Russian Federation",RUS,-,-,G,FA,P,2106,238,478,717,3539
2006,"Russian Federation",RUS,-,-,U,FI,P,371,0,0,5,376
2006,"Russian Federation",RUS,-,-,G,AR,P,593,215,1602,463,2873
2006,"Russian Federation",RUS,-,-,J,FI,P,5,0,0,0,5
2006,"Russian Federation",RUS,-,-,G,RA,P,394,37,10,278,719
2006,"Russian Federation",RUS,-,-,G,NA,P,115,19,705,282,1121
2006,"Russian Federation",RUS,-,-,U,FA,P,0,0,5,5,10
2006,"Russian Federation",RUS,-,-,G,EO,P,391,0,201,503,1095
2006,"Russian Federation",RUS,-,-,G,IN,C,220,0,388,505,1113
2006,Rwanda,RWA,-,-,G,FA,P,328,0,25,36,389
2006,Rwanda,RWA,-,-,J,FI,P,206,0,7837,11297,19340
2006,Rwanda,RWA,-,-,U,FI,P,60,0,113,74,247
2006,Rwanda,RWA,-,-,G,AR,P,16,20,79,92,207
