Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2000,Afghanistan,AFG,-,-,G,FI,C,1718,695,654,2217,5284
2000,Afghanistan,AFG,-,-,U,FI,P,1457,5,761,707,2930
2000,Afghanistan,AFG,-,-,G,AR,C,48,0,30,55,133
2000,Afghanistan,AFG,-,-,G,FA,P,325,0,538,3343,4206
2000,Afghanistan,AFG,-,-,G,AR,P,517,354,3048,637,4556
2000,Afghanistan,AFG,-,-,G,FI,P,85830,8332,150779,7554,252495
2000,Afghanistan,AFG,-,-,G,BL,C,0,10,0,0,10
2000,Afghanistan,AFG,-,-,G,NA,P,31,721,2450,142,3344
2000,Afghanistan,AFG,-,-,G,RA,P,0,31,17,55,103
2000,Afghanistan,AFG,-,-,G,CA,P,0,46,0,0,46
2000,Afghanistan,AFG,-,-,U,FI,C,62,0,138,180,380
2000,Afghanistan,AFG,-,-,G,EO,C,151,0,31,68,250
2000,Afghanistan,AFG,-,-,G,IN,C,182,0,51,40,273
2000,Albania,ALB,-,-,G,AR,C,5,0,23,0,28
2000,Albania,ALB,-,-,G,FI,C,30,35,1525,400,1990
2000,Albania,ALB,-,-,G,FA,P,48,0,148,19,215
2000,Albania,ALB,-,-,G,AR,P,54,50,277,14,395
2000,Albania,ALB,-,-,G,FI,P,419,42,641,695,1797
2000,Albania,ALB,-,-,G,BL,C,0,5,0,0,5
2000,Albania,ALB,-,-,G,NA,P,5,5,364,47,421
2000,Albania,ALB,-,-,G,RA,P,0,0,0,158,158
2000,Albania,ALB,-,-,G,CA,P,0,10,0,0,10
2000,Albania,ALB,-,-,G,EO,C,389,0,404,405,1198
2000,Albania,ALB,-,-,G,IN,C,253,0,650,71,974
2000,Algeria,DZA,-,-,G,AR,C,5,0,43,5,53
2000,Algeria,DZA,-,-,G,FI,C,75,45,800,623,1543
2000,Algeria,DZA,-,-,G,FA,P,0,0,63,60,123
2000,Algeria,DZA,-,-,G,AR,P,54,23,984,93,1154
2000,Algeria,DZA,-,-,G,FI,P,310,56,2808,1265,4439
2000,Algeria,DZA,-,-,G,BL,C,0,415,0,85,500
2000,Algeria,DZA,-,-,G,NA,P,10,5,1292,129,1436
2000,Algeria,DZA,-,-,G,RA,P,5,5,21,429,460
2000,Algeria,DZA,-,-,U,FI,P,0,0,30,50,80
2000,Algeria,DZA,-,-,G,CA,P,0,42,0,0,42
2000,Algeria,DZA,-,-,U,FI,C,5,0,17,33,55
2000,Algeria,DZA,-,-,G,EO,C,32,0,45,46,123
2000,Algeria,DZA,-,-,G,IN,C,50,0,30,34,114
2000,Angola,AGO,-,-,G,FI,C,70,200,215,225,710
2000,Angola,AGO,-,-,G,FA,P,31,0,60,32,123
2000,Angola,AGO,-,-,G,AR,P,42,37,292,146,517
2000,Angola,AGO,-,-,G,FI,P,1224,848,875,1565,4512
2000,Angola,AGO,-,-,U,FI,C,79,0,5,0,84
2000,Angola,AGO,-,-,G,BL,C,0,240,0,90,330
2000,Angola,AGO,-,-,G,NA,P,12,64,268,21,365
2000,Angola,AGO,-,-,G,RA,P,0,28,5,106,139
2000,Angola,AGO,-,-,G,CA,P,0,166,0,0,166
2000,Angola,AGO,-,-,G,EO,C,10,0,15,21,46
2000,Angola,AGO,-,-,G,IN,C,31,0,28,5,64
2000,Egypt,EGY,-,-,G,AR,C,20,0,49,5,74
2000,Egypt,EGY,-,-,G,FI,C,5,0,78,5,88
2000,Egypt,EGY,-,-,G,FA,P,5,0,10,5,20
2000,Egypt,EGY,-,-,G,FI,P,30,5,112,70,217
2000,Egypt,EGY,-,-,G,AR,P,0,5,27,0,32
2000,Egypt,EGY,-,-,G,NA,P,11,0,101,10,122
2000,Egypt,EGY,-,-,G,RA,P,0,0,0,37,37
2000,Egypt,EGY,-,-,U,FI,P,0,0,19,10,29
2000,Egypt,EGY,-,-,G,EO,C,218,0,75,140,433
2000,Egypt,EGY,-,-,G,IN,C,294,0,254,65,613
2000,Argentina,ARG,-,-,G,FI,C,0,0,5,0,5
2000,Argentina,ARG,-,-,G,FI,P,67,0,322,156,545
2000,Argentina,ARG,-,-,G,EO,C,15,0,41,55,111
2000,Argentina,ARG,-,-,G,IN,C,0,0,5,5,10
2000,Armenia,ARM,-,-,G,FI,P,326,137,2543,2295,5301
2000,Armenia,ARM,-,-,G,AR,C,15,0,26,5,46
2000,Armenia,ARM,-,-,G,FI,C,0,0,69,57,126
2000,Armenia,ARM,-,-,G,FA,P,30,0,64,45,139
2000,Armenia,ARM,-,-,G,AR,P,77,145,771,138,1131
2000,Armenia,ARM,-,-,G,NA,P,11,19,1109,70,1209
2000,Armenia,ARM,-,-,G,RA,P,0,5,36,428,469
2000,Armenia,ARM,-,-,U,FI,P,0,0,10,0,10
2000,Armenia,ARM,-,-,G,CA,P,0,5,0,0,5
2000,Armenia,ARM,-,-,G,EO,C,84,0,160,296,540
2000,Armenia,ARM,-,-,G,IN,C,794,0,846,96,1736
2000,Australia,AUS,-,-,G,FI,P,5,0,0,0,5
2000,Australia,AUS,-,-,G,EO,C,0,0,5,0,5
2000,Austria,AUT,-,-,G,FI,P,0,0,0,5,5
2000,Azerbaijan,AZE,-,-,G,FA,P,17,0,18,5,40
2000,Azerbaijan,AZE,-,-,G,AR,P,24,67,410,164,665
2000,Azerbaijan,AZE,-,-,G,FI,P,214,100,429,2831,3574
2000,Azerbaijan,AZE,-,-,G,FI,C,5,0,0,10,15
2000,Azerbaijan,AZE,-,-,G,NA,P,239,13,1270,42,1564
2000,Azerbaijan,AZE,-,-,G,RA,P,5,0,5,153,163
2000,Azerbaijan,AZE,-,-,U,FI,P,5,0,5,33,43
2000,Azerbaijan,AZE,-,-,G,EO,C,32,0,34,123,189
2000,Azerbaijan,AZE,-,-,G,IN,C,180,0,87,38,305
2000,Bahrain,BHR,-,-,G,FI,C,0,0,5,0,5
2000,Bahrain,BHR,-,-,G,AR,P,0,0,5,0,5
2000,Bahrain,BHR,-,-,G,FI,P,10,0,5,10,25
2000,Bahrain,BHR,-,-,G,EO,C,5,0,5,10,20
2000,Barbados,BRB,-,-,G,FI,P,0,0,5,5,10
2000,Barbados,BRB,-,-,G,EO,C,0,0,0,5,5
2000,Burundi,BDI,-,-,U,FI,P,65,0,125,55,245
2000,Burundi,BDI,-,-,G,AR,P,37,11,133,17,198
2000,Burundi,BDI,-,-,G,FI,P,554,301,300,218,1373
2000,Burundi,BDI,-,-,U,FI,C,15,0,0,10,25
2000,Burundi,BDI,-,-,G,NA,P,13,0,34,0,47
2000,Burundi,BDI,-,-,G,FA,P,5,0,0,0,5
2000,Burundi,BDI,-,-,G,CA,P,0,5,0,0,5
2000,Burundi,BDI,-,-,G,EO,C,10,0,34,18,62
2000,Burundi,BDI,-,-,G,IN,C,24,0,37,17,78
2000,Belgium,BEL,-,-,G,FA,P,0,0,0,5,5
2000,Belgium,BEL,-,-,G,FI,P,0,0,5,5,10
2000,Benin,BEN,-,-,G,FI,P,0,0,13,12,25
2000,Benin,BEN,-,-,G,NA,P,0,0,43,0,43
2000,Benin,BEN,-,-,G,RA,P,0,0,0,5,5
2000,Benin,BEN,-,-,G,FA,P,5,0,0,0,5
2000,Benin,BEN,-,-,G,EO,C,5,0,0,0,5
2000,Bangladesh,BGD,-,-,G,FI,P,253,10,2969,1170,4402
2000,Bangladesh,BGD,-,-,G,AR,C,5,0,225,28,258
2000,Bangladesh,BGD,-,-,G,FI,C,25,35,758,357,1175
2000,Bangladesh,BGD,-,-,G,FA,P,5,0,90,270,365
2000,Bangladesh,BGD,-,-,G,AR,P,131,31,645,5,812
2000,Bangladesh,BGD,-,-,U,FI,P,0,0,5,18,23
2000,Bangladesh,BGD,-,-,G,BL,C,0,290,0,35,325
2000,Bangladesh,BGD,-,-,G,NA,P,0,5,293,10,308
2000,Bangladesh,BGD,-,-,G,RA,P,0,0,11,109,120
2000,Bangladesh,BGD,-,-,G,CA,P,0,20,0,0,20
2000,Bangladesh,BGD,-,-,G,EO,C,174,0,328,376,878
2000,Bangladesh,BGD,-,-,G,IN,C,54,0,123,169,346
2000,Bahamas,BHS,-,-,G,EO,C,0,0,0,5,5
2000,Bhutan,BTN,-,-,G,FA,P,0,0,0,5,5
2000,Bhutan,BTN,-,-,G,FI,P,5,36,67,18,126
2000,Bhutan,BTN,-,-,G,NA,P,5,0,14,0,19
2000,Bhutan,BTN,-,-,G,RA,P,0,0,0,5,5
2000,Bhutan,BTN,-,-,G,AR,P,0,0,5,0,5
2000,"Burkina Faso",BFA,-,-,G,FA,P,0,0,0,5,5
2000,"Burkina Faso",BFA,-,-,G,FI,P,15,0,21,33,69
2000,"Burkina Faso",BFA,-,-,G,NA,P,0,0,475,5,480
2000,"Burkina Faso",BFA,-,-,G,RA,P,0,0,0,13,13
2000,"Burkina Faso",BFA,-,-,G,EO,C,5,0,10,11,26
2000,Belarus,BLR,-,-,G,FI,C,24,0,30,32,86
2000,Belarus,BLR,-,-,G,FA,P,0,0,5,35,40
2000,Belarus,BLR,-,-,G,AR,P,15,10,74,15,114
2000,Belarus,BLR,-,-,G,FI,P,50,10,399,294,753
2000,Belarus,BLR,-,-,G,AR,C,0,0,5,5,10
2000,Belarus,BLR,-,-,G,NA,P,5,0,369,44,418
2000,Belarus,BLR,-,-,G,RA,P,0,0,5,58,63
2000,Belarus,BLR,-,-,U,FI,P,0,0,5,0,5
2000,Belarus,BLR,-,-,G,EO,C,25,0,16,28,69
2000,Belarus,BLR,-,-,G,IN,C,50,0,74,5,129
2000,"Bolivia (Plurinational State of)",BOL,-,-,G,FI,C,0,0,10,0,10
2000,"Bolivia (Plurinational State of)",BOL,-,-,G,FI,P,13,0,52,10,75
2000,"Bolivia (Plurinational State of)",BOL,-,-,G,AR,P,0,15,39,10,64
2000,"Bolivia (Plurinational State of)",BOL,-,-,G,CA,P,0,5,0,0,5
2000,"Bolivia (Plurinational State of)",BOL,-,-,G,EO,C,0,0,18,28,46
2000,Brazil,BRA,-,-,G,FI,C,0,0,12,0,12
2000,Brazil,BRA,-,-,G,FI,P,5,0,29,11,45
2000,Brazil,BRA,-,-,G,EO,C,13,0,60,160,233
2000,Brazil,BRA,-,-,G,IN,C,15,0,86,239,340
2000,"Bosnia and Herzegovina",BIH,-,-,G,FI,C,0,0,15,0,15
2000,"Bosnia and Herzegovina",BIH,-,-,G,FA,P,21,0,98,66,185
2000,"Bosnia and Herzegovina",BIH,-,-,G,FI,P,440,1185,2594,2382,6601
2000,"Bosnia and Herzegovina",BIH,-,-,G,AR,C,0,0,5,0,5
2000,"Bosnia and Herzegovina",BIH,-,-,G,AR,P,30,707,1292,914,2943
2000,"Bosnia and Herzegovina",BIH,-,-,G,NA,P,5,17,1239,176,1437
2000,"Bosnia and Herzegovina",BIH,-,-,G,RA,P,0,5,51,918,974
2000,"Bosnia and Herzegovina",BIH,-,-,G,CA,P,0,265,0,0,265
2000,"Bosnia and Herzegovina",BIH,-,-,G,EO,C,5,0,0,10,15
2000,"Bosnia and Herzegovina",BIH,-,-,G,IN,C,24,0,20,5,49
2000,Bulgaria,BGR,-,-,G,AR,C,5,0,85,15,105
2000,Bulgaria,BGR,-,-,G,FI,C,0,0,88,21,109
2000,Bulgaria,BGR,-,-,G,FA,P,0,0,5,14,19
2000,Bulgaria,BGR,-,-,G,AR,P,0,5,25,5,35
2000,Bulgaria,BGR,-,-,G,FI,P,100,5,666,145,916
2000,Bulgaria,BGR,-,-,G,NA,P,0,0,66,155,221
2000,Bulgaria,BGR,-,-,G,RA,P,0,0,0,55,55
2000,Bulgaria,BGR,-,-,U,FI,P,0,0,5,0,5
2000,Bulgaria,BGR,-,-,G,EO,C,14,0,60,91,165
2000,Bulgaria,BGR,-,-,G,IN,C,60,0,50,84,194
2000,Belize,BLZ,-,-,G,EO,C,0,0,0,14,14
2000,Cambodia,KHM,-,-,G,AR,C,0,0,80,5,85
2000,Cambodia,KHM,-,-,G,FI,C,0,0,54,0,54
2000,Cambodia,KHM,-,-,G,FA,P,5,0,0,0,5
2000,Cambodia,KHM,-,-,G,FI,P,250,0,102,5,357
2000,Cambodia,KHM,-,-,G,NA,P,0,0,5,0,5
2000,Cambodia,KHM,-,-,G,CA,P,0,5,0,0,5
2000,Cambodia,KHM,-,-,U,AR,P,5,0,10,0,15
2000,Cambodia,KHM,-,-,U,FI,P,25,5,31,17,78
2000,Cambodia,KHM,-,-,G,EO,C,37,0,57,70,164
2000,Cambodia,KHM,-,-,G,IN,C,38,0,82,15,135
2000,Canada,CAN,-,-,G,FI,C,0,0,5,0,5
2000,Canada,CAN,-,-,G,EO,C,5,0,5,10,20
2000,"Central African Rep.",CAF,-,-,U,FI,P,0,0,5,0,5
2000,"Central African Rep.",CAF,-,-,G,FI,P,22,0,69,5,96
2000,"Central African Rep.",CAF,-,-,U,FI,C,0,0,0,5,5
2000,"Central African Rep.",CAF,-,-,G,NA,P,0,0,10,0,10
2000,Chad,TCD,-,-,U,FI,P,5,0,59,5,69
2000,Chad,TCD,-,-,G,FI,P,213,0,199,72,484
2000,Chad,TCD,-,-,U,FI,C,5,0,0,11,16
2000,Chad,TCD,-,-,G,NA,P,5,0,10,0,15
2000,Chad,TCD,-,-,G,AR,P,0,0,13,5,18
2000,Chad,TCD,-,-,G,EO,C,5,0,5,0,10
2000,China,CHN,-,-,G,AR,C,18,0,514,53,585
2000,China,CHN,-,-,G,FI,C,51,130,4921,2075,7177
2000,China,CHN,-,-,G,FA,P,5,0,51,42,98
2000,China,CHN,-,-,G,FI,P,1093,428,5845,1489,8855
2000,China,CHN,-,-,U,FI,P,26,0,31,10,67
2000,China,CHN,-,-,G,AR,P,29,60,5031,143,5263
2000,China,CHN,-,-,G,BL,C,0,165,0,45,210
2000,China,CHN,-,-,G,NA,P,87,10,1913,34,2044
2000,China,CHN,-,-,G,RA,P,0,0,13,122,135
2000,China,CHN,-,-,U,FI,C,5,0,0,0,5
2000,China,CHN,-,-,G,CA,P,0,10,0,0,10
2000,China,CHN,-,-,U,AR,P,5,0,18,0,23
2000,China,CHN,-,-,G,EO,C,612,0,3055,4198,7865
2000,China,CHN,-,-,G,IN,C,2522,0,2842,1300,6664
2000,Chile,CHL,-,-,G,FI,P,35,5,114,18,172
2000,Chile,CHL,-,-,G,AR,C,0,0,11,5,16
2000,Chile,CHL,-,-,G,FI,C,0,0,31,5,36
2000,Chile,CHL,-,-,U,FI,P,0,0,0,5,5
2000,Chile,CHL,-,-,G,AR,P,0,0,21,0,21
2000,Chile,CHL,-,-,G,CA,P,0,15,0,0,15
2000,Chile,CHL,-,-,G,EO,C,5,0,17,10,32
2000,Cameroon,CMR,-,-,U,FI,C,5,0,0,0,5
2000,Cameroon,CMR,-,-,G,FI,C,0,0,5,0,5
2000,Cameroon,CMR,-,-,G,FA,P,24,0,14,10,48
2000,Cameroon,CMR,-,-,G,AR,P,0,5,135,10,150
2000,Cameroon,CMR,-,-,G,FI,P,115,20,652,282,1069
2000,Cameroon,CMR,-,-,G,NA,P,16,5,686,13,720
2000,Cameroon,CMR,-,-,G,RA,P,0,0,10,58,68
2000,Cameroon,CMR,-,-,G,CA,P,0,13,0,0,13
2000,Cameroon,CMR,-,-,G,EO,C,89,0,71,56,216
2000,Cameroon,CMR,-,-,G,IN,C,302,0,219,40,561
2000,Congo,COG,-,-,U,FI,P,68,0,55,10,133
2000,Congo,COG,-,-,G,FI,C,5,0,5,0,10
2000,Congo,COG,-,-,G,FA,P,100,0,34,13,147
2000,Congo,COG,-,-,G,AR,P,28,15,232,70,345
2000,Congo,COG,-,-,G,FI,P,1196,128,719,764,2807
2000,Congo,COG,-,-,U,FI,C,14,0,129,36,179
2000,Congo,COG,-,-,G,AR,C,0,0,5,10,15
2000,Congo,COG,-,-,G,NA,P,5,5,35,0,45
2000,Congo,COG,-,-,G,CA,P,0,5,0,0,5
2000,Congo,COG,-,-,G,EO,C,99,0,86,72,257
2000,Congo,COG,-,-,G,IN,C,184,0,128,32,344
2000,"Dem. Rep. of the Congo",COD,-,-,U,FI,C,44,0,138,100,282
2000,"Dem. Rep. of the Congo",COD,-,-,U,FI,P,248,0,477,20,745
2000,"Dem. Rep. of the Congo",COD,-,-,G,AR,C,0,0,5,0,5
2000,"Dem. Rep. of the Congo",COD,-,-,G,FA,P,83,0,76,30,189
2000,"Dem. Rep. of the Congo",COD,-,-,G,AR,P,134,66,806,97,1103
2000,"Dem. Rep. of the Congo",COD,-,-,G,FI,P,3227,9616,2328,824,15995
2000,"Dem. Rep. of the Congo",COD,-,-,G,FI,C,145,180,615,385,1325
2000,"Dem. Rep. of the Congo",COD,-,-,G,BL,C,0,610,0,75,685
2000,"Dem. Rep. of the Congo",COD,-,-,G,NA,P,62,25,669,48,804
2000,"Dem. Rep. of the Congo",COD,-,-,G,RA,P,5,5,58,617,685
2000,"Dem. Rep. of the Congo",COD,-,-,G,CA,P,0,80,0,0,80
2000,"Dem. Rep. of the Congo",COD,-,-,G,EO,C,29,0,15,28,72
2000,"Dem. Rep. of the Congo",COD,-,-,G,IN,C,164,0,107,23,294
2000,Comoros,COM,-,-,G,FI,P,5,0,10,10,25
2000,Colombia,COL,-,-,G,FI,P,712,254,740,477,2183
2000,Colombia,COL,-,-,G,AR,C,17,0,77,10,104
2000,Colombia,COL,-,-,G,FI,C,530,60,1733,218,2541
2000,Colombia,COL,-,-,G,FA,P,22,0,19,17,58
2000,Colombia,COL,-,-,G,AR,P,15,92,88,10,205
2000,Colombia,COL,-,-,U,FI,P,575,698,244,10,1527
2000,Colombia,COL,-,-,G,BL,C,0,180,0,10,190
2000,Colombia,COL,-,-,G,NA,P,21,0,137,12,170
2000,Colombia,COL,-,-,G,CA,P,0,5,0,0,5
2000,Colombia,COL,-,-,G,EO,C,186,0,271,351,808
2000,Colombia,COL,-,-,G,IN,C,1165,0,640,173,1978
2000,"Costa Rica",CRI,-,-,G,FI,P,29,0,81,159,269
2000,"Costa Rica",CRI,-,-,G,EO,C,0,0,5,10,15
2000,Cuba,CUB,-,-,G,FI,P,177,0,214,661,1052
2000,Cuba,CUB,-,-,G,FI,C,66,0,15,0,81
2000,Cuba,CUB,-,-,G,FA,P,5,0,10,5,20
2000,Cuba,CUB,-,-,G,AR,P,5,5,15,0,25
2000,Cuba,CUB,-,-,U,FI,P,10,0,366,0,376
2000,Cuba,CUB,-,-,G,NA,P,5,0,78,20,103
2000,Cuba,CUB,-,-,G,RA,P,0,0,0,5,5
2000,Cuba,CUB,-,-,G,CA,P,0,10,0,0,10
2000,Cuba,CUB,-,-,G,EO,C,99,0,243,1433,1775
2000,Cuba,CUB,-,-,G,IN,C,96,0,39,791,926
2000,"Cabo Verde",CPV,-,-,G,FI,P,0,0,5,0,5
2000,"Cabo Verde",CPV,-,-,G,EO,C,0,0,0,5,5
2000,Cyprus,CYP,-,-,G,FI,C,0,0,5,0,5
2000,Czechia,CZE,-,-,G,FA,P,0,0,0,20,20
2000,Czechia,CZE,-,-,G,AR,P,0,0,38,33,71
2000,Czechia,CZE,-,-,G,FI,P,82,0,273,326,681
2000,Czechia,CZE,-,-,G,FI,C,10,10,1565,210,1795
2000,Czechia,CZE,-,-,G,NA,P,0,0,57,13,70
2000,Czechia,CZE,-,-,G,RA,P,0,0,0,10,10
2000,Denmark,DNK,-,-,G,EO,C,5,0,0,0,5
2000,Djibouti,DJI,-,-,U,FI,P,5,0,10,0,15
2000,Djibouti,DJI,-,-,G,FI,P,134,0,41,13,188
2000,Djibouti,DJI,-,-,G,AR,P,0,0,5,0,5
2000,Dominica,DMA,-,-,G,FI,P,5,0,5,5,15
2000,Dominica,DMA,-,-,G,EO,C,0,0,0,5,5
2000,"Dominican Rep.",DOM,-,-,G,FA,P,0,0,0,5,5
2000,"Dominican Rep.",DOM,-,-,G,FI,P,0,0,16,18,34
2000,"Dominican Rep.",DOM,-,-,G,EO,C,0,0,13,35,48
2000,Ecuador,ECU,-,-,G,AR,C,0,0,10,0,10
2000,Ecuador,ECU,-,-,G,FI,C,25,20,511,165,721
2000,Ecuador,ECU,-,-,G,AR,P,0,0,69,5,74
2000,Ecuador,ECU,-,-,G,FI,P,26,0,230,71,327
2000,Ecuador,ECU,-,-,G,BL,C,0,100,0,5,105
2000,Ecuador,ECU,-,-,G,NA,P,0,0,21,5,26
2000,Ecuador,ECU,-,-,G,CA,P,0,5,0,0,5
2000,Ecuador,ECU,-,-,G,EO,C,0,0,28,103,131
2000,"Equatorial Guinea",GNQ,-,-,G,FA,P,0,0,11,15,26
2000,"Equatorial Guinea",GNQ,-,-,G,FI,P,29,11,37,5,82
2000,Eritrea,ERI,-,-,U,FI,P,202,0,508,26,736
2000,Eritrea,ERI,-,-,G,FI,C,0,0,5,0,5
2000,Eritrea,ERI,-,-,G,FA,P,13,0,5,5,23
2000,Eritrea,ERI,-,-,G,FI,P,87,396,127,311,921
2000,Eritrea,ERI,-,-,G,NA,P,15,10,188,10,223
2000,Eritrea,ERI,-,-,G,RA,P,0,0,5,25,30
2000,Eritrea,ERI,-,-,G,AR,P,0,15,65,10,90
2000,Eritrea,ERI,-,-,U,FI,C,5,0,132,0,137
2000,Eritrea,ERI,-,-,G,CA,P,0,67,0,0,67
2000,Eritrea,ERI,-,-,G,EO,C,33,0,40,31,104
2000,Eritrea,ERI,-,-,G,IN,C,168,0,106,5,279
2000,Estonia,EST,-,-,G,FI,C,0,0,5,5,10
2000,Estonia,EST,-,-,G,FI,P,0,0,60,10,70
2000,Estonia,EST,-,-,G,NA,P,0,0,21,0,21
2000,Estonia,EST,-,-,G,AR,P,0,0,15,0,15
2000,Estonia,EST,-,-,G,EO,C,0,0,10,11,21
2000,Ethiopia,ETH,-,-,U,FI,P,2122,0,2120,448,4690
2000,Ethiopia,ETH,-,-,G,AR,C,5,0,5,0,10
2000,Ethiopia,ETH,-,-,G,FI,C,61,80,231,135,507
2000,Ethiopia,ETH,-,-,G,FA,P,53,0,31,10,94
2000,Ethiopia,ETH,-,-,G,AR,P,5,32,174,27,238
2000,Ethiopia,ETH,-,-,G,FI,P,260,213,786,313,1572
2000,Ethiopia,ETH,-,-,G,BL,C,0,390,0,30,420
2000,Ethiopia,ETH,-,-,G,NA,P,35,26,274,14,349
2000,Ethiopia,ETH,-,-,G,RA,P,5,5,5,99,114
2000,Ethiopia,ETH,-,-,G,CA,P,0,82,0,0,82
2000,Ethiopia,ETH,-,-,G,EO,C,234,0,199,197,630
2000,Ethiopia,ETH,-,-,G,IN,C,1259,0,394,231,1884
2000,Fiji,FJI,-,-,G,AR,C,0,0,99,17,116
2000,Fiji,FJI,-,-,G,FI,C,0,0,576,37,613
2000,Fiji,FJI,-,-,G,FI,P,10,0,14,11,35
2000,Fiji,FJI,-,-,G,EO,C,65,0,39,98,202
2000,Fiji,FJI,-,-,G,IN,C,47,0,64,129,240
2000,Finland,FIN,-,-,G,FI,C,0,0,5,0,5
2000,France,FRA,-,-,G,FI,P,0,0,10,15,25
2000,France,FRA,-,-,G,EO,C,0,0,0,16,16
2000,Gabon,GAB,-,-,G,FI,P,0,0,5,0,5
2000,Gabon,GAB,-,-,G,NA,P,0,0,13,0,13
2000,Gabon,GAB,-,-,G,EO,C,0,0,0,5,5
2000,Gambia,GMB,-,-,G,FA,P,0,0,24,15,39
2000,Gambia,GMB,-,-,G,AR,P,0,0,20,0,20
2000,Gambia,GMB,-,-,G,FI,P,10,0,25,41,76
2000,Gambia,GMB,-,-,G,BL,C,0,30,0,5,35
2000,Gambia,GMB,-,-,G,FI,C,5,10,15,15,45
2000,Gambia,GMB,-,-,G,NA,P,0,0,31,0,31
2000,Gambia,GMB,-,-,G,RA,P,0,0,0,5,5
2000,Gambia,GMB,-,-,G,EO,C,15,0,44,34,93
2000,Gambia,GMB,-,-,G,IN,C,19,0,40,31,90
2000,Palestinian,PSE,-,-,U,FI,P,129,24,5,5,163
2000,Palestinian,PSE,-,-,G,AR,C,5,0,0,0,5
2000,Palestinian,PSE,-,-,G,FI,C,15,0,51,10,76
2000,Palestinian,PSE,-,-,G,FI,P,128,5,152,52,337
2000,Palestinian,PSE,-,-,G,AR,P,5,15,206,0,226
2000,Palestinian,PSE,-,-,G,FA,P,10,0,20,5,35
2000,Palestinian,PSE,-,-,U,FI,C,0,0,0,5,5
2000,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,G,AR,C,0,0,5,0,5
2000,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,G,FI,C,0,0,16,0,16
2000,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,G,FI,P,0,0,0,5,5
2000,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,G,EO,C,10,0,22,35,67
2000,Georgia,GEO,-,-,G,AR,C,0,0,31,5,36
2000,Georgia,GEO,-,-,G,FI,C,0,0,17,13,30
2000,Georgia,GEO,-,-,G,FA,P,20,0,19,12,51
2000,Georgia,GEO,-,-,G,AR,P,76,33,262,37,408
2000,Georgia,GEO,-,-,G,FI,P,204,34,761,601,1600
2000,Georgia,GEO,-,-,G,NA,P,10,5,840,61,916
2000,Georgia,GEO,-,-,G,RA,P,0,0,20,259,279
2000,Georgia,GEO,-,-,U,FI,P,0,0,0,5,5
2000,Georgia,GEO,-,-,G,EO,C,54,0,31,56,141
2000,Georgia,GEO,-,-,G,IN,C,99,0,119,16,234
2000,Germany,DEU,-,-,G,FI,C,0,0,10,0,10
2000,Germany,DEU,-,-,G,FI,P,0,0,5,15,20
2000,Germany,DEU,-,-,G,AR,P,0,0,5,0,5
2000,Germany,DEU,-,-,G,EO,C,5,0,16,10,31
2000,Ghana,GHA,-,-,G,AR,C,0,0,5,0,5
2000,Ghana,GHA,-,-,G,FI,C,40,35,172,70,317
2000,Ghana,GHA,-,-,G,FA,P,5,0,36,13,54
2000,Ghana,GHA,-,-,G,FI,P,70,10,473,176,729
2000,Ghana,GHA,-,-,G,AR,P,0,0,15,0,15
2000,Ghana,GHA,-,-,G,BL,C,0,90,0,35,125
2000,Ghana,GHA,-,-,G,NA,P,0,0,261,29,290
2000,Ghana,GHA,-,-,G,RA,P,0,0,11,112,123
2000,Ghana,GHA,-,-,G,CA,P,0,15,0,0,15
2000,Ghana,GHA,-,-,G,EO,C,22,0,84,83,189
2000,Ghana,GHA,-,-,G,IN,C,12,0,24,98,134
2000,Guinea-Bissau,GNB,-,-,G,FA,P,0,0,20,0,20
2000,Guinea-Bissau,GNB,-,-,G,FI,P,65,5,104,666,840
2000,Guinea-Bissau,GNB,-,-,G,NA,P,0,0,10,0,10
2000,Guinea-Bissau,GNB,-,-,G,RA,P,0,0,0,5,5
2000,Guinea-Bissau,GNB,-,-,G,AR,P,0,0,10,0,10
2000,Guinea-Bissau,GNB,-,-,G,CA,P,0,5,0,0,5
2000,Guinea-Bissau,GNB,-,-,G,EO,C,0,0,10,5,15
2000,Greece,GRC,-,-,G,FI,C,0,0,0,5,5
2000,Greece,GRC,-,-,G,FI,P,0,0,5,5,10
2000,Greece,GRC,-,-,G,EO,C,0,0,0,5,5
2000,Grenada,GRD,-,-,G,FI,P,29,0,51,24,104
2000,Grenada,GRD,-,-,G,EO,C,0,0,0,10,10
2000,Guatemala,GTM,-,-,G,FI,P,35,0,123,52,210
2000,Guatemala,GTM,-,-,U,FI,P,10,0,12,0,22
2000,Guatemala,GTM,-,-,G,AR,P,0,0,5,0,5
2000,Guatemala,GTM,-,-,G,EO,C,187,0,1288,2301,3776
2000,Guatemala,GTM,-,-,G,IN,C,223,0,1122,2545,3890
2000,Guinea,GIN,-,-,G,AR,P,18,13,332,45,408
2000,Guinea,GIN,-,-,G,FI,P,180,172,359,1019,1730
2000,Guinea,GIN,-,-,G,NA,P,5,0,229,5,239
